patent_number,patent_date,patent_year,patent_title,patent_abstract,patent_kind,patent_type,patent_num_us_patent_citations,patent_num_us_application_citations
11087759,2021-08-10,2021,Virtual assistant activation,"At an electronic device with a display, a microphone, and an input device: while the display is on, receiving user input via the input device, the user input meeting a predetermined condition; in accordance with receiving the user input meeting the predetermined condition, sampling audio input received via the microphone; determining whether the audio input comprises a spoken trigger; and in accordance with a determination that audio input comprises the spoken trigger, triggering a virtual assistant session.",B2,utility,2506,3707
11087765,2021-08-10,2021,Virtual assistant identification of nearby computing devices,"In one example, a method includes method comprising: receiving audio data generated by a microphone of a current computing device; identifying, based on the audio data, one or more computing devices that each emitted a respective audio signal in response to speech reception being activated at the current computing device; and selecting either the current computing device or a particular computing device from the identified one or more computing devices to satisfy a spoken utterance determined based on the audio data.",B2,utility,10,36
11088972,2021-08-10,2021,Updating messages exchanged with a conversational agent,"A method for updating at least one message exchanged in an instant messaging conversation between a terminal and a conversational agent. The at least one message includes at least one validity indicator and a user interaction element intended to be restored by the terminal. The method includes: detecting an event relating to obsolescence of at least one of the messages of the conversation; selecting, according to a feature of the detected event, at least one obsolete message of the conversation; modifying the validity indicator in the selected messages; and restoring modified messages depending on a value of the validity indicator.",B2,utility,4,19
11089154,2021-08-10,2021,"Electronic apparatus, controlling method of electronic apparatus and computer readable medium","An electronic apparatus is provided. The electronic apparatus includes a communicator, and a processor to, in response to a call request received through the communicator, perform a first telephone conversation with a counterpart making the call request through a voice assistant using an artificial intelligence (AI) model which is learned to generate contents of telephone conversations, and provide a user interface for second telephone conversation between a user of the electronic apparatus and the counterpart based on contents of the first telephone conversation.",B2,utility,3,11
11093265,2021-08-17,2021,User interface modality switching for transaction management,"A method may include presenting a user interface (UI), to a user, in a first mode on a client device, the UI including a list portion, the list portion including a plurality of transactions associated with respective activity on a user account, and the client device including an input device; receiving an indication of a first user action on a transaction presented in the list portion of the UI; in response to receiving the indication, updating a section of the list portion corresponding to the transaction, the updating including revealing a set of options for the transaction; receiving an indication of a second user action corresponding to activation of an option of the set of options; and in response to receiving the indication of the second user action, transitioning the UI from the first mode to a second mode, the second mode including a chatbot interface instantiated with respect to the transaction.",B1,utility,2,14
11093841,2021-08-17,2021,Morphed conversational answering via agent hierarchy of varied granularity,"A hierarchy of agents is constructed from a set of agents. Each agent in the hierarchy is trained to answer a question according to a corresponding corpus associated with the agent, which contains a portion of knowledge about a subject-matter. The question is submitted to a first subset of agents, the agents in the first subset occupying a first level in the hierarchy. From a first agent in the first subset, a first answer is propagated to a second agent in a second subset of agents, the first agent computing the first answer using a first portion of knowledge about the subject-matter. to form a first morphed answer, a second answer is added to the first answer, the second answer being computed by the second agent using a second portion of knowledge about the subject-matter. The morphed answer is produced in response to the question.",B2,utility,5,9
11093992,2021-08-17,2021,Smart matching for real estate transactions,"Systems and methods are described for efficiently meeting the needs of property buyers, sellers, and agents. Attributes of the user and of each property are combined and processed by a machine learning model. The output represents a prediction that a user will choose to view the property. Each property is ranked and displayed to the user. When the user selects a property, the interaction is used to update the machine learning model. In some cases, a natural language processing system identifies property and user attributes based on a natural language query. In some cases, a chatbot may respond to a natural language query in real time. The system may also be utilized to provide matching services for buyers or sellers to agents, or third party service providers, as well as matching buyers and sellers directly to each other, or user to other users for transaction, interaction and other needs.",B2,utility,0,9
11095578,2021-08-17,2021,Technology for chat bot translation,"For a chat bot, first intent data is provided, including a first instance of sample utterances in a first natural language and intents corresponding to the respective sample utterances. The sample utterances are translated by a computer system to a second natural language as a second instance of the sample utterances. The sample utterances of the second instance are translated by a computer system back to the first natural language as a third instance of the sample utterances. Second intent data is provided including the third instance of the sample utterances and the corresponding intents. An intent classifier of the chat bot is trained to identify respective intents of real time utterances, wherein the identifying is responsive to the intent classifier receiving the real time utterances from a user when the chat bot is in an operating mode and the training includes training the intent classifier on the first and second intent data.",B2,utility,2,10
11095579,2021-08-17,2021,Chatbot with progressive summary generation,"Methods and apparatus for summarizing a chatbot interaction with a user are provided. The method comprises using at least one computer hardware processor to perform generating an initial summary based, at least in part, on user data, receiving first input from the user during the chatbot interaction, processing the first input with a natural language processing engine, updating the initial summary based, at least in part, on an output of the processing by the natural language processing engine to generate an updated summary, wherein the updating is performed prior to completion of the chatbot interaction, and outputting a final summary of the chatbot interaction, wherein the final summary of the chatbot interaction is based, at least in part, on the updated summary.",B1,utility,1,4
11099867,2021-08-24,2021,Virtual assistant focused user interfaces,"Conversation user interfaces that are configured for virtual assistant interaction may include contextual interface items that are based on contextual information. The contextual information may relate to a current or previous conversation between a user and a virtual assistant and/or may relate to other types of information, such as a location of a user, an orientation of a device, missing information, and so on. The conversation user interfaces may additionally, or alternatively, control an input mode based on contextual information, such as an inferred input mode of a user or a location of a user. Further, the conversation user interfaces may tag conversation items by saving the conversation items to a tray and/or associating the conversation items with indicators.",B2,utility,68,175
11100295,2021-08-24,2021,Conversational authoring of event processing applications,"A computer natural language conversational agent authors an event-processing rule by carrying out a dialog in natural language with a user. A data model that customizes a dialog and building of the event-processing rule is received. A partial tree data structure is constructed based on a rule's grammar, and specialized based on tokens extracted from the data model. An utterance is received from a user and interpreted according to the grammar as specialized to the data model. Based on the interpreting of the utterance, the grammar, the data model, and context of interactions with the user, a natural language prompt is determined for the computer natural language conversational agent to output to the user. The partial tree data structure is filled based on the natural language prompt and the utterance from the user. The event-processing rule is generated based on the partial tree data structure filled during the dialog.",B2,utility,7,11
11100297,2021-08-24,2021,Provision of natural language response to business process query,"One embodiment provides a method, including: receiving, from a user and at a user interface of a conversational agent, a query related to a business process; identifying, using process entity extraction on the query, (i) the business process and (ii) a business object corresponding to an entity of the query; mapping the business object to code corresponding to the business object, wherein the mapping comprises (i) mapping the business object to an object within a business process model using a domain dictionary and (ii) accessing code corresponding to the object within the business process model; generating a natural language response responsive to the received query by (i) extracting the code corresponding to the business object, (ii) identifying a rule within the extracted code corresponding to a variable of the query, and (iii) generating the natural language response from the identified rule; and providing the natural language response.",B2,utility,8,8
11100923,2021-08-24,2021,Systems and methods for selective wake word detection using neural network models,"Systems and methods for media playback via a media playback system include capturing sound data via a network microphone device and identifying a candidate wake word in the sound data. Based on identification of the candidate wake word in the sound data, the system selects a first wake-word engine from a plurality of wake-word engines. Via the first wake-word engine, the system analyzes the sound data to detect a confirmed wake word, and, in response to detecting the confirmed wake word, transmits a voice utterance of the sound data to one or more remote computing devices associated with a voice assistant service.",B2,utility,241,493
11100926,2021-08-24,2021,Intelligent voice system and method for controlling projector by using the intelligent voice system,"The disclosure provides an intelligent voice system and a method for controlling a projector. The system includes a voice assistant, a cloud service platform, a projector, and a management server. When the voice assistant receives a voice signal for controlling the projector, the voice assistant extracts keywords from the voice signal and transmits the keywords to the cloud service platform, wherein the keywords include an alias corresponding to the projector and a first control command, and the cloud service platform includes second control commands. The cloud service platform analyzes the first control command, retrieves the corresponding second control command according to the first control command, and transmits the alias of the projector and the corresponding second control command to the management server. The management server accesses/controls the projector in response to the alias and adjusts the projector as a first operating state according to the corresponding second control command.",B2,utility,6,45
11100929,2021-08-24,2021,Voice assistant devices,A voice assistant device comprises an input to receive data defining an audio command; and processing circuitry to perform an operation defined by the audio command responsive to an activation of the voice assistant device; wherein the activation comprises determining presence of an activation source within an activation region from one or more sensors.,B2,utility,0,7
11100935,2021-08-24,2021,Voice assistant device and method thereof,"Embodiments of present disclosure relates to a voice assistant device and method for controlling the voice assistant device. The voice assistant device comprising receiver configured to receive at least one voice input from user, when operated in wake-up mode. Intent associated with the at least one voice input from the at least one user. Further, probability of issuance of a subsequent voice input from the at least one user is determined based on at least one of the intent, historic data and one or more contextual factors. An extended wake-up duration of the voice assistant device is estimated, when the probability is greater than a predefined threshold value. Further, duration of the wake-up mode is extended for the extended wake-up duration to receive the subsequent voice input from the at least one user.",B2,utility,0,12
11102152,2021-08-24,2021,System and method of using conversational agent to collect information and trigger actions,"Example embodiments provide a system that uses a conversational agent to collect information and publish the information on a network. A computer-implemented conversational agent establishes a communication session with a user and receives conversational information via a simulated conversation between the user and the computer-implemented conversational agent via the communication session, whereby the conversational information comprises information to be published. The computer-implemented conversational agent also receives, via a graphical user interface, an upload of an image that is associated with the information to be published. The computer-implemented conversational agent then causes publication of the information to be published and the uploaded image.",B2,utility,12,26
11102344,2021-08-24,2021,Systems and methods for detecting fraudulent calls using virtual assistants,A system may include a processor that may execute computer-executable instructions that cause the processor to receive caller information regarding an incoming communication from a caller and receive a request from a user to route the incoming communication to a virtual assistant application. The virtual assistant application is configured to interact with the caller and determine whether the caller is associated a fraudulent caller activity stored on databases accessible by the processor. The processor may then receive an indication from the virtual assistant application that the caller is associated with the fraudulent caller activity and forward the incoming communication to another party in response to receiving the indication.,B1,utility,3,7
11106683,2021-08-31,2021,System architecture for interactive query processing,"An interactive query processing system provides a user interface, including a “chat bot,” capable of receiving natural language queries from users, processing those queries to determine intents and entities, extracting data from applications and portals, synthesizing the data, and displaying the data to the user via the user interface in a useful, easy to understand, and unified format. The user utilizes a singular UI to receive data responsive to queries rapidly instead of manually extracting and synthesizing data from multiple different portals or dashboards. Additionally, the system provides actionable insights without requiring a user to sort or analyze data from multiple sources.",B2,utility,3,12
11106874,2021-08-31,2021,Automated chatbot linguistic expression generation,"Linguistic expressions for training a chatbot can be generated in an automated system via linguistic expression templates that are associated with intents. The pre-categorized linguistic expressions can then be used for training and validation. Chatbot development can thus be improved by having a large number of expressions for development, leading to a more robust chatbot. In practice, the process can iterate with modifications to the templates until a suitable benchmark is met. The technique can be applied across human languages to generate chatbots conversant in any number of languages and is applicable to a variety of domains.",B2,utility,3,3
11107466,2021-08-31,2021,Digital assistant voice input integration,"A digital assistant supported on devices such as smartphones, tablets, personal computers, game consoles, etc. includes an extensibility client that exposes an interface and service that enables third party applications to be integrated with the digital assistant so the application user experiences are rendered using the native voice of the digital assistant. Specific voice inputs associated with a given application may be registered by developers using a manifest that is loaded when the application is launched on the device so that voice inputs from the device user can be mapped by the digital assistant extensibility client to the appropriate application as input events for consumption. In typical implementations, the manifest is arranged as a declarative document that streamlines application development and provides a seamless user experience by enabling customization of third party applications to integrate the digital assistant's voice and behaviors within the user experience of the application's domain.",B2,utility,11,46
11109694,2021-09-07,2021,Smart makeup mirror device having a display and integrating with an artificial intelligence voice assistant,"A smart makeup mirror device includes a main body, a display mirror unit rotatably mounted in the main body, and a speaker. The display mirror unit includes a display module, a makeup mirror, a support frame for fixing the makeup mirror, and a mood lamp mounted on a rear surface of the support frame. The support frame rotates with respect to the main body so that an angle with respect to the makeup mirror and the ground is changed, or rotate in a circumferential direction of the makeup mirror. The display module is oriented horizontally or vertically when the support frame is rotated in the circumferential direction of the makeup mirror. The mood lamp illuminates a mood light toward a floor surface when a rear surface of the display mirror unit is rotated at a specific angle with respect to the main body to face the floor surface.",B2,utility,0,1
11113080,2021-09-07,2021,Context based adaptive virtual reality (VR) assistant in VR environments,"Systems and methods for providing adaptive virtual reality (VR) assistant in VR environments. The system is configured to receive input from users within an interactive communication session, wherein text from the input is extracted and analyzed by a Natural Language Processing (NLP) engine, and context is determined based on the input text extracted. Based on the determined context and input, the adaptive VR assistant generates a VR environment that is integrated within the same interactive communication session. The system enables a communication session between a virtual character created for the user and other virtual users within the generated VR environment based on the determined context.",B2,utility,1,8
11113475,2021-09-07,2021,Chatbot generator platform,"An example chatbot generation platform may receive a request to generate a chatbot; determine a chatbot template for the chatbot based on the request; obtain custom chatbot information according to the chatbot template; generate a chatbot corpus for the chatbot using the custom chatbot information and the chatbot template; generate a set of question and answer (QnA) pairs based on the chatbot corpus; configure a language analysis model for the chatbot; build the chatbot according to the set of QnA pairs and the language analysis model; and deploy the chatbot to a chatbot host platform for operation. The chatbot may be built to engage in an interaction with a user via the chatbot host platform, use the language analysis model to select one or more QnA pairs from the set of QnA pairs during the interaction, and train the language analysis model based on the interaction.",B2,utility,0,14
11113691,2021-09-07,2021,Voice interface transaction system using audio signals,"Systems and methods for voice-enabled transactions are disclosed. A merchant system may generate a transaction request comprising a transaction amount and a merchant identifier. The merchant system may invoke an audio signal generator to generate an audio transaction signal comprising the transaction request data. A voice assistant may play the audio transaction signal. The user initiating the transaction may use a mobile device to detect and ingest the audio transaction signal. In response to detecting and ingesting the audio transaction signal, the mobile device may interact with a payment network to authorize, process, and complete the transaction request. The payment network may transmit a transaction approval to the merchant system.",B2,utility,4,14
11113696,2021-09-07,2021,Methods and systems for a virtual assistant,"An illustrative embodiment disclosed herein is a method including assigning, by a virtual assistant computing device, a transaction intent associated with a mobile device user for a transaction and determining by the virtual assistant computing device, whether the transaction is in accordance with policy. The method further includes sending by the virtual assistant computing device, a policy decision recommendation to the mobile device and receiving, by the virtual assistant computing device, a response from the mobile device indicating whether to perform the transaction. The method further includes facilitating, by the virtual assistant computing device, performance of the transaction and generating, by the virtual assistant computing device, an expense report associated with the transaction.",B2,utility,7,11
11114108,2021-09-07,2021,Acoustic source classification using hyperset of fused voice biometric and spatial features,"A method includes extracting, from multiple microphone input, a hyperset of features of acoustic sources, using the extracted features to identify separable clusters associated with acoustic scenarios, and classifying subsequent input as one of the acoustic scenarios using the hyperset of features. The acoustic scenarios include a desired spatially moving/non-moving talker, and an undesired spatially moving/non-moving acoustic source. The hyperset of features includes both spatial and voice biometric features. The classified acoustic scenario may be used in a robotics application or voice assistant device desired speech enhancement or interference signal cancellation. Specifically, the classification of the acoustic scenarios can be used to adapt a beamformer, e.g., step size adjustment. The hyperset of features may also include visual biometric features extracted from one or more cameras viewing the acoustic sources. The spatial and biometric features may be separately extracted, clustered, classified and their separate classifications fused, e.g., using frame synchronization.",B1,utility,3,2
11115226,2021-09-07,2021,Debrief mode for capturing information relevant to meetings processed by a virtual meeting assistant,"In one embodiment, the interactive virtual meeting assistant implements a meeting debrief post-processing operation. For a given meeting that the interactive virtual meeting assistant participated in, a meeting post-processing engine enables one or more participants of the meeting to associate a debrief with the meeting. The debrief may be an audio recording, a video recording, text, or any file. The meeting post-processing engine stores the debrief in data stores and provides access to the debrief via the meeting GUI associated with the meeting. The meeting post-processing engine also processes the debrief to generate tasks to be assigned to participants or other entities and/or schedule reminders to be provided to the participants or other entities. The debrief may be private, such that only the participant who provided the debrief may subsequently access the debrief.",B2,utility,1,11
11115352,2021-09-07,2021,Method for interaction between a mobile terminal and a communicating automaton,"A method for interaction between a mobile terminal and a communicating automaton machine. The communicating automaton machine includes a conversational agent capable of exchanging messages with the terminal by using a first communication interface. The method includes obtaining a piece of information according to which the communicating automaton machine is in the vicinity of the terminal; inserting, in an address book of the terminal, an entry relating to the communicating automaton machine including at least the piece of information obtained; and sending at least one message capable of initializing an interaction between the terminal and the communicating automaton machine when the inserted address book entry is selected.",B2,utility,0,13
11115353,2021-09-07,2021,Conversational bot interaction with utterance ranking,"A conversational bot system uses a set of conversations that have been annotated to identify speech acts, wherein a speech act is a labeled grouping of utterances. To facilitate processing, a data model associated with a multi-turn conversation is received. The data model comprises an observation history. Upon receipt of query that includes a sequence of at least two or more utterances, an utterance ranking algorithm is applied. The algorithm selectively reorders the utterances in the sequence into a ranked order of importance that reflects a lowest to highest priority of response. In response to applying the utterance ranking algorithm, the data model is then updated to reflect the ranked order. In one embodiment, updating the data model positions the highest priority utterance as a most recent utterance in the observation history. The updated data model is then used to attempt to generate a coherent response to the query.",B1,utility,2,25
11115502,2021-09-07,2021,System for real-time management of session objects and for application programming interface (API) mocking,"A system for real-time management of a plurality of session objects and for mocking a plurality of application programming interfaces (“APIs”). The system may include a cluster of servers. Each server may provide a backend service to a virtual assistant. Each backend service may execute an API. The system may also include a computing device operable to execute the virtual assistant in a test mode. The system may include a communication channel between the computing device and the cluster of servers. The communication channel may transmit API requests from the virtual assistant to the cluster, and JSON responses from the cluster to the virtual assistant. The system may include a mocked-up services server operable to replicate the cluster. The system may include a bypass communication channel between the communication channel and mocked-up services server. The bypass communication channel may redirect API requests to the mocked-up services server.",B1,utility,5,15
11119723,2021-09-14,2021,User-adaptive volume selection,"Techniques for user-adaptive volume selection are disclosed. A system receives audio input that includes a user request to a virtual assistant. The system determines one or more sound characteristics corresponding to the audio input, and applies the sound characteristic(s) to a volume selection model. The volume selection model selects a volume level based on the sound characteristic(s). The system plays an audio response to the user's request at the selected volume level. Subsequently, the system receives user input to modify output volume to a different volume level. Based on the user input, the system calibrates the volume selection model. When the system receives another audio input, the system analyzes the other audio input to determine one or more sound characteristics of the other audio input. The system uses the calibrated volume selection model to select a volume level for an audio response to the other audio input.",B2,utility,2,5
11120326,2021-09-14,2021,Systems and methods for a context aware conversational agent for journaling based on machine learning,"Example implementations are directed to systems and methods for a context aware conversational agent for self-learning. In an example implementation, a method includes generating a journaling model based on activity data and engagement data associated with one or more tasks of a user. The journaling model uses machine-learning to identify a context pattern using the activity data, and maps performance associated with the one or more tasks based at least on the engagement data. The method adaptively provides a prompt to gather additional engagement data based on the context pattern in view of real-time activity data, where the prompt is generated based on the journaling model. The journaling model is updated based on the additional engagement data.",B2,utility,0,10
11120790,2021-09-14,2021,Multi-assistant natural language input processing,"Techniques for a natural language processing (NLP) system to implement more than one assistant are described. The NLP system may receive a natural language input corresponding to more than one user command. The NLP system may respond to a first command, of the natural language input, using a TTS voice of a first NLP system assistant. The NLP system may respond to a second command, of the natural language input, using a TTS voice of a second NLP system assistant.",B2,utility,13,7
11120792,2021-09-14,2021,System for processing user utterance and controlling method thereof,"An electronic device and method are disclosed. The electronic device includes a communication interface, a microphone, a speaker, a processor and a memory. The processor executes the method, including receiving a first message through a communication interface from an external device, in response to receiving a first user input associated with the first message through an input interface including a microphone, converting first text included in the first message into speech, outputting the speech through an output interface of the electronic device including a speaker, determining whether to execute an additional operation associated with the first message, based on at least one of a state of the first electronic device, the first message, and a second user input received via the microphone, and initiate a conversational mode for executing the additional operation based at least partly on the determination.",B2,utility,8,27
11120794,2021-09-14,2021,Voice assistant persistence across multiple network microphone devices,"Systems and methods for maintaining voice assistant persistence across multiple network microphone devices are described. In one example, first and second NMDs each identify a wake word based on detected sound, and are each transitioned from an inactive state to an active state in which the NMD captures and transmits sound data over a network interface. The first NMD is selected over the second NMD to output a first response, and both NMDs remain in the active state to further capture and transmit sound data. After further capturing and transmitting of sound data, the second NMD is selected over the first NMD to output a second response. After a predetermined time, one or both of the NMDs are transitioned back to the inactive state. The selection of one NMD over another for outputting a response can be based at least in part on user location information.",B2,utility,160,315
11120796,2021-09-14,2021,Display mode dependent response generation with latency considerations,"The present disclosure is generally related to a data processing system to process data packets in a voice activated computer network environment. The data processing system can improve the efficiency of the network by generating non-video data responses to voice commands received from a client device if a display associated with a client device is in an OFF state. A digital assistant application executed on the client device can send to the data processing system client device configuration data, which includes the state of the display device, among status data of other components of the client device. The data processing system can receive a current volume of speakers associated with the client device, and set a volume level for the client device based on the current volume level and a minimum response volume level at the client device.",B2,utility,0,10
11120797,2021-09-14,2021,"Information processing terminal, information processing apparatus, and information processing method","There is provided an information processing terminal, an information processing apparatus, and an information processing method that are capable of presenting information by a method corresponding to the state of a user. The information processing apparatus of an aspect of the present technology estimates an attention state of a user and switches an output modal of content to be presented to the user according to the attention state of the user. The present technology can be applied to an apparatus having a voice assistant function of supporting the action of the user.",B2,utility,1,3
11120804,2021-09-14,2021,Adaptive management of casting requests and/or user inputs at a rechargeable device,"Implementations set forth herein relate to management of casting requests and user inputs at a rechargeable device, which provides access to an automated assistant and is capable of rendering data that is cast from a separate device. Casting requests can be handled by the rechargeable device despite a device SoC of the rechargeable device operating in a sleep mode. Furthermore, spoken utterances provided by a user for invoking the automated assistant can also be adaptively managed by the rechargeable device in order mitigate idle power consumption by the device SoC. Such spoken utterances can be initially processed by a digital signal processor (DSP), and, based on one or more features (e.g., voice characteristic, conformity to a particular invocation phrase, etc.) of the spoken utterance, the device SoC can be initialized for an amount of time that is selected based on the features of the spoken utterance.",B2,utility,3,16
11120805,2021-09-14,2021,Intelligent microphone having deep learning accelerator and random access memory,"Systems, devices, and methods related to a Deep Learning Accelerator and memory are described. For example, a microphone may be configured to execute instructions with matrix operands and configured with: a transducer to convert sound waves to electrical signals; an analog to digital converter to generate audio data according to the electrical signals; random access memory to store instructions executable by the Deep Learning Accelerator and store matrices of an Artificial Neural Network; and a controller to store the audio data in the random access memory as an input to the Artificial Neural Network. The Deep Learning Accelerator can execute the instructions to generate an output of the Artificial Neural Network, which may be provided as the primary output of the microphone to a computer system, such as a voice-based digital assistant.",B1,utility,4,7
11121987,2021-09-14,2021,Conversational support for user journey,"Interacting with a user of an electronic device includes presenting information to the user on a screen of the electronic device, a first chatbot that corresponds to the information presented to the user engaging in a conversation with the user based on an agenda that is related to the information presented to the user, the first chatbot recommending an action to the user based at least in part on the conversation and on the agenda, and updating the agenda and presenting new information on the electronic device in response to an action performed by the user. The agenda may be customized for the user based on available information about the user. Information about the user may include information about user behavior, previous actions performed by the user, previous user conversations with chatbots, and/or user personal data. The first chatbot may answer questions by the user about the information.",B1,utility,8,54
11122165,2021-09-14,2021,Systems and methods for customer service agent-guided chat session digital assistant,"A method, device, and computer-readable medium provide for receiving, via a chatbot access channel, a chat message from a user device associated with a customer chat session; determining that the chat message includes a customer intent that corresponds to a chat flow for the customer chat session; generating one or more suggested response messages based on the chat message, wherein at least one of the one or more suggested response messages includes a previously stored chat message response corresponding to the customer intent and approved by a service agent; presenting, via a display, a transcript of a messaging sequence for the customer chat session concurrently with a user interface that enables the service agent to perform an action with respect to the one or more suggested response messages; and sending, via the chatbot access channel, a selected one of the one or more suggested response messages to the user device.",B1,utility,2,10
11122423,2021-09-14,2021,Proximity based authentication of a user through a voice assistant device,Disclosed are various approaches for authenticating a user through a voice assistant device and creating an association between the device and a user account. The request is associated with a network or federated service. A user account can be implicitly authenticated based on proximity of a client device to the voice assistant device. An association between the user account and the voice assistant device can then be created.,B2,utility,0,7
11126919,2021-09-21,2021,Knowledge graph weighting during chatbot sessions,"Implementations include providing, by the PKG platform, an initial knowledge graph based on user-specific data associated with a user, and a domain-specific knowledge graph, receiving, by the PKG platform, data representative of at least one answer provided from the user to a respective question, providing, by the PKG platform, an expanded knowledge graph based on the initial knowledge graph, the expanded knowledge graph including one or more nodes and respective edges based on the data, generating, by the PKG platform, a weighted knowledge graph based a groundtruth knowledge graph, and a targeted knowledge graph, the groundtruth knowledge graph including one or more true answers, and the targeted knowledge graph including the at least one answer provided from the user, and generating, by the PKG platform, the hyper-personalized knowledge graph (hpKG) based on the weighted knowledge graph, the hpKG being unique to the user within a domain.",B2,utility,0,0
11126991,2021-09-21,2021,Smart data cable for point of sale systems,"Various embodiments are described herein that relate to network-connected data cables (i.e., “smart” data cables) that are connected to a merchant's point of sale system and a receipt printer. When a transaction is initiated at the point of sale system, transaction data is created by the point of sale system and passed to the smart data cable for transmission downstream to the receipt printer. The smart data cable can parse the transaction data, copy certain elements from the transaction data, and transmit the copied elements to a cloud-based platform that processes the transaction. For example, the cloud-based platform may compare the copied elements to information supplied by the customer through a messaging application executing on the customer's user device. The information may be provided by the customer to a chat bot that is supported by the cloud-based platform.",B2,utility,16,8
11127082,2021-09-21,2021,Virtual assistant for recommendations on whether to arbitrate claims,"Systems and methods provide for an automated system for determining whether claims related to an insured item should proceed to an arbitrating body. A virtual assistant (also referred to herein as an “arbitration assessment assistant”) installed in a computing device (e.g., computer, laptop, tablet computer, mobile phone, etc.) may be responsible for managing and assisting an insurance representative (e.g., an insurance adjuster, subrogation representative, etc.) in determining liability and fault relating to a claim, conducting a subrogation process, and ultimately determining whether the claim should be submitted for arbitration. In one or more aspects discussed, herein the process may be fully automated.",B1,utility,2,12
11128579,2021-09-21,2021,Systems and processes for operating and training a text-based chatbot,"Current chatbot systems cannot understand enough different topics to converse with students who have questions about college admissions, financial aid, courses, and other topics on the path to and through college. Current chatbots also have a hard time understanding misspellings, slang, and context-specific language, e.g., like the language used by students. “Learning” new topics is very time-consuming for current chatbots. And it is difficult for administrators to participate in student conversations carried out in part by current chatbots. To address these technical problems, an inventive chatbot uses a natural language processor (e.g., a neural network) to receive, classify, and respond to queries on thousands of different topics. An inventive chatbot can also request real-time assistance from an administrator when faced with a difficult query and learn on-the-fly from the administrator's response. This ability to learn on-the-fly gives inventive chatbots significant performance advantages over current chatbots.",B2,utility,6,13
11132154,2021-09-28,2021,Image processing system to support printing by users of chat applications and control method thereof,"An image processing system includes a chat application service, a server, and image processing apparatuses. The server comprises a memory storing instructions; and a processor that executes the instructions, the instructions causing the server to perform operations comprising: storing user information and information of an image processing apparatus, and providing a chat bot function for supporting an operation by a user, wherein the supporting of the operation includes, in a case where an image processing request is accepted via a chat screen of the chat application service, processing to specify an image processing apparatus which can be used by a user who made the image processing request from the plurality of image processing apparatuses, and to present information of the specified image processing apparatus via the chat screen.",B2,utility,0,4
11132510,2021-09-28,2021,Intelligent management and interaction of a communication agent in an internet of things environment,"Various embodiments are provided for managing and interacting with a conversational agent in an internet of things (IoT) environment by a processor. One or more graph patterns may be extracted from a knowledge graph generated from a sensor list containing one or more IoT sensors. One or more conversation patterns and conversation dialogs may be learned from the sensor list and graph patterns. The conversational agent may be automatically configured with the one or more graph patterns, the one or more conversational patterns and conversation dialogs, sensor data and analytics from the one or more IoT sensors according to one or more queries to engage in a conversation dialog with a user.",B2,utility,7,18
11133008,2021-09-28,2021,Reducing the need for manual start/end-pointing and trigger phrases,"Systems and processes for selectively processing and responding to a spoken user input are provided. In one example, audio input containing a spoken user input can be received at a user device. The spoken user input can be identified from the audio input by identifying start and end-points of the spoken user input. It can be determined whether or not the spoken user input was intended for a virtual assistant based on contextual information. The determination can be made using a rule-based system or a probabilistic system. If it is determined that the spoken user input was intended for the virtual assistant, the spoken user input can be processed and an appropriate response can be generated. If it is instead determined that the spoken user input was not intended for the virtual assistant, the spoken user input can be ignored and/or no response can be generated.",B2,utility,2465,3586
